ENST00000405303.2#TAPT1	0	chr4	-	16162027	16228264	16165017,16164870,16164828,16164759,16164700,16165029,16164855,16164966,
ENST00000297440.6#HEATR2	0	chr7	+	766237	826212	825815,825750,825754,825389,825613,825362,
ENST00000448838.3#PDHX	0	chr11	+	34937576	35017769	35016655,
ENST00000226760.1#WFS1	0	chr4	+	6271476	6305092	6304347,6304319,6304849,6304304,
ENST00000257940.2#ZC3H10	0	chr12	+	56511842	56516378	56515663,56514950,56515335,
ENST00000275766.1#ZC3HAV1L	0	chr7	-	138710351	138720875	138713531,138713600,
ENST00000284273.5#UBASH3B	0	chr11	+	122526282	122685281	122680762,122680654,122680687,122680742,
ENST00000379454.4#ASPH	0	chr8	-	62413687	62627218	62415958,62538820,62519635,62574437,
ENST00000260843.4#GPR87	0	chr3	-	151011790	151034840	151012790,151012475,
ENST00000377403.2#H6PD	0	chr1	+	9294733	9331496	9324551,9330841,9305360,9305127,9305339,9329088,9329258,9305258,9328989,9305064,
ENST00000413379.3#SAE1	0	chr19	+	47633985	47713986	47712431,47712911,47712508,47712603,
ENST00000206423.3#CCDC80	0	chr3	-	112323306	112360216	112359627,112357360,112357338,112359515,112359592,112359547,112324244,112359474,
ENST00000557658.1#VIPAS39	0	chr14	-	77892924	77924083	77893579,77893567,
ENST00000344204.4#TRIO	0	chr5	+	14143710	14510413	14508902,14509940,14508431,14508496,14508716,14508458,14291060,14508234,14291104,14508244,14509553,14508601,14509127,14291170,14508259,14509062,
ENST00000356175.3#NF1	0	chr17	+	29421844	29704795	29653130,29652932,
ENST00000272252.5#GALM	0	chr2	+	38892951	38962010	38961748,38961584,38961166,
ENST00000296456.5#APEH	0	chr3	+	49711334	49721496	49720874,
ENST00000370966.5#DEPDC1	0	chr1	-	68939734	68963004	68947836,68944855,
ENST00000369769.2#KCNA3	0	chr1	-	111214209	111217755	111215281,111214633,111214835,111216456,
ENST00000254940.5#NIP7	0	chr16	+	69373232	69377114	69375514,69376768,69375669,
ENST00000409792.3#SETD2	0	chr3	-	47058078	47205557	47125602,47162674,47058600,47125783,47163850,47162241,47125646,47125659,47162797,47162181,47164588,47164566,47058419,47164674,47162842,47161991,47098642,47162440,47164519,47164682,47162160,47162650,47125631,47163935,47125856,47098474,
ENST00000403263.1#INO80D	0	chr2	-	206858344	206951006	206869400,206869202,206869819,206869294,
ENST00000369287.3#C10orf118	0	chr10	-	115880520	115934079	115922693,115884930,115884917,115922598,115922698,115922626,115922778,115922900,115884877,115922875,
ENST00000350796.3#CYTH3	0	chr7	-	6201306	6312375	6204546,6203950,6204559,6203464,
ENST00000366690.4#RAB4A	0	chr1	+	229406778	229441741	229439730,
ENST00000371250.3#PPAP2B	0	chr1	-	56960318	57045341	57044932,56962127,56962261,
ENST00000228865.2#CREBL2	0	chr12	+	12764725	12798142	12764849,12795141,
ENST00000392857.5#ORC4	0	chr2	-	148687867	148778392	148692962,148692994,148692433,148693220,
ENST00000476371.1#MRPS14	0	chr1	-	174981993	174992661	174983607,174983649,
ENST00000329630.5#ZNF775	0	chr7	+	150076323	150095819	150093763,150093734,
ENST00000265350.4#MED20	0	chr6	-	41872991	41888937	41873320,
ENST00000356834.3#TBC1D9B	0	chr5	-	179288965	179334959	179305700,179290969,179290516,179289953,179290932,179290797,179290558,179290497,179290537,179290530,179290280,
ENST00000301821.6#RPSA	0	chr3	+	39448079	39454133	39450171,39453452,
ENST00000373210.3#AGO4	0	chr1	+	36273672	36323591	36321441,36321783,36319222,36321467,
ENST00000299626.5#ALG8	0	chr11	-	77811887	77850806	77812002,
ENST00000326019.6#SLC4A1AP	0	chr2	+	27886237	27917936	27905115,
ENST00000369965.4#WDR47	0	chr1	-	109512735	109584835	109514013,109553657,109514082,109553700,
ENST00000396081.1#HERPUD2	0	chr7	-	35672168	35734845	35733937,35733845,35673292,35733567,35734058,35733965,35733850,35734042,35733869,
ENST00000494050.1#CEP97	0	chr3	+	101443398	101484922	101477057,101476889,101476682,101484099,
ENST00000295640.4#RNPEP	0	chr1	+	201951651	201975375	201969210,
ENST00000221462.4#PPP1R37	0	chr19	+	45596119	45650643	45648824,45650045,45648830,
ENST00000303965.4#ARAP2	0	chr4	-	36067519	36246231	36069758,36230472,36069660,36069679,36230746,36069599,36212191,36212277,36069460,36069667,36231000,36230795,
ENST00000289081.3#FANCC	0	chr9	-	97861235	98080084	97863850,97866852,
ENST00000377803.2#HIST1H4C	0	chr6	+	26104003	26104618	26104415,
ENST00000376716.5#ZNF615	0	chr19	-	52494497	52511583	52496901,52496421,52496743,52497573,52497069,
ENST00000400809.3#CCNL2	0	chr1	-	1321774	1334792	1322456,1322210,1322823,1322433,1327920,1322643,1326382,1326938,1322489,1322065,
ENST00000421241.2#C1orf159	0	chr1	-	1017102	1051578	1028557,1017870,1018061,
ENST00000427401.4#ZNF737	0	chr19	-	20726136	20748641	20727202,20728696,
ENST00000261406.6#EMG1	0	chr12	+	7079843	7085265	7085068,7084981,7085000,7084993,
ENST00000260746.5#ARL3	0	chr10	-	104433387	104474264	104445757,
ENST00000371084.3#PGM1	0	chr1	+	64058846	64126016	64125504,64125538,64095115,64125421,
ENST00000349485.5#POFUT2	0	chr21	-	46683742	46707913	46684990,46684170,46700164,46684501,46684484,46684158,46683900,
ENST00000589717.1#ZNF253	0	chr19	+	19976613	20005583	20002545,20002550,
ENST00000493615.1#PVRL3	0	chr3	+	110790914	110912486	110852832,110852898,110831016,110852983,110852865,110852814,110854077,110852736,110854144,110852888,110852929,
ENST00000309366.4#FKBP2	0	chr11	+	64008375	64011696	64011546,64011576,64011541,64011588,64011570,64011505,
ENST00000264595.2#AGA	0	chr4	-	178351823	178363757	178352873,
ENST00000399503.3#MAP3K1	0	chr5	+	56111300	56192079	56189608,56177468,56177534,56177757,56177816,56178121,56177803,56177671,56190374,56189561,
ENST00000258083.2#PRADC1	0	chr2	-	73455033	73460456	73455189,
ENST00000286201.1#FZD7	0	chr2	+	202899209	202903260	202902230,202901316,202901058,202902534,202901403,
ENST00000295900.6#ATXN7	0	chr3	+	63850135	63989238	63988992,63981936,63985176,63985344,63981707,
ENST00000377022.3#CASZ1	0	chr1	-	10696560	10856805	10697969,
ENST00000432921.1#ARHGAP5	0	chr14	+	32546394	32629034	32562148,32562786,32563019,32563094,32560181,32561912,32561767,32563033,32560718,32561183,32560156,
ENST00000389561.2#EP400	0	chr12	+	132434407	132565105	132562287,132562295,132446052,132564610,132562967,132562608,132562958,132563065,132446272,132563281,132562253,132446390,
ENST00000257663.3#TMEM60	0	chr7	-	77422944	77427997	77423136,77423156,77423401,77423200,77423395,77423591,77423294,
ENST00000403368.1#FAM98A	0	chr2	-	33808636	33824458	33810369,33810251,33810067,
ENST00000464845.1#NAA10	0	chrX	-	153194594	153200776	153197836,153195526,
ENST00000391338.1#ZRSR1	0	chr5	+	112227212	112228891	112228407,
ENST00000268668.6#NDUFB10	0	chr16	+	2009408	2012076	2011222,
ENST00000299293.2#FRS2	0	chr12	+	69864028	69973659	69968116,69968326,69968631,69968642,69968561,69968237,69968448,
ENST00000396432.2#ARHGAP21	0	chr10	-	24872437	25012697	24872660,25010811,24873726,24872605,
ENST00000519824.2#FAM49B	0	chr8	-	130851738	130952178	130852147,
ENST00000367001.4#SLC30A1	0	chr1	-	211744809	211752184	211748594,211748765,211748871,211748953,211749178,211746041,211746004,211748910,211749208,211749219,211748676,211746034,211748584,211748842,211749553,211748795,211749051,211748693,211751528,211748808,211749568,
ENST00000264377.3#ADAM23	0	chr2	+	207308162	207485951	207483088,207483018,207482537,207482816,207482508,
ENST00000328194.3#DENND5A	0	chr11	-	9160271	9287037	9161183,9161147,9225338,9225769,9225561,9161193,9161316,9225596,
ENST00000392329.2#INPP1	0	chr2	+	191208095	191236490	191236171,
ENST00000518127.1#TCEB1	0	chr8	-	74857253	74884622	74858899,
ENST00000300793.6#VPS11	0	chr11	+	118938392	118952786	118952367,118952476,
ENST00000388948.3#LRRK1	0	chr15	+	101459319	101610417	101609793,
ENST00000369902.3#SUFU	0	chr10	+	104263643	104393392	104391695,104390512,104390010,104390294,104390215,104391420,
ENST00000315796.4#METAP1D	0	chr2	+	172864389	172947258	172945763,172946164,172946539,172945200,172945545,
ENST00000389960.4#SYTL2	0	chr11	-	85405166	85522278	85435370,85445592,85406163,85468922,85469096,85468900,
ENST00000316292.9#EEF1A1	0	chr6	-	74225372	74230841	74226986,74229095,
ENST00000295079.2#C2orf47	0	chr2	+	200819939	200828931	200828559,200828581,
ENST00000361354.4#NCKAP1	0	chr2	-	183773742	183903300	183790373,183790365,183818009,183789893,
ENST00000253115.2#ZNF426	0	chr19	-	9638566	9649403	9639495,9640207,
ENST00000350608.3#DDT	0	chr22	-	24313453	24322119	24313709,
ENST00000370282.3#TMED5	0	chr1	-	93615198	93646385	93646139,93620233,93622034,93620219,93620174,93620395,
ENST00000523916.1#CASP3	0	chr4	-	185548749	185570763	185550445,
ENST00000268035.6#IGF1R	0	chr15	+	99192099	99507859	99501658,99500789,99500595,99505700,99501458,99500888,99501193,99501271,99500915,99506033,99251162,99501463,99501354,99500523,99500532,99507041,99505169,99505724,99504953,99452067,99504860,99505655,99456405,99251099,99505641,99501684,99504963,99504353,99500483,
ENST00000373237.3#PSMB2	0	chr1	-	36067084	36107545	36074940,36068881,
ENST00000592685.1#PDE4A	0	chr19	+	10527348	10578425	10577656,10577665,10578228,
ENST00000261918.4#SEMA7A	0	chr15	-	74701529	74726908	74702717,74702689,74702854,74702680,
ENST00000379822.4#C15orf59	0	chr15	-	74032051	74043916	74032366,
ENST00000300134.3#STAT6	0	chr12	-	57489090	57505316	57490293,57490381,57490338,57490328,
ENST00000310454.6#GPD2	0	chr2	+	157291852	157443015	157439458,
ENST00000396331.1#LILRB1	0	chr19	+	55128511	55149079	55148569,55148547,55148515,
ENST00000366618.3#SLC35F3	0	chr1	+	234040578	234460362	234294916,234368020,
ENST00000261413.5#MRPS27	0	chr5	-	71515135	71616188	71516662,71515861,71516828,71516803,71609953,71515837,71516498,71516702,71516679,71516530,71516554,71515851,
ENST00000362079.2#MT-CO3	0	chrM	+	9107	10091	9896,
ENST00000329138.4#HGS	0	chr17	+	79650861	79669249	79668876,
ENST00000367332.1#TMEM9	0	chr1	-	201103800	201123729	201104063,
ENST00000314167.4#GAK	0	chr4	-	842965	926186	873116,
ENST00000296220.5#OSBPL11	0	chr3	-	125247601	125314034	125248660,125313659,125249173,125248747,125249240,125249255,
ENST00000361317.2#TCEA2	0	chr20	+	62688545	62703799	62694861,
ENST00000389082.5#DENND5B	0	chr12	-	31535056	31744131	31605062,31604712,31605020,31605049,31540474,31632912,31632961,31632877,31633160,31540635,31604924,31540435,31540587,31604934,31540417,31605089,31604885,31538982,31633150,31605028,31604896,31605247,31605224,
ENST00000414533.1#QARS	0	chr3	-	49133269	49142291	49137658,
ENST00000296135.6#LZTFL1	0	chr3	-	45864707	45883758	45879457,
ENST00000265872.6#CCAR1	0	chr10	+	70480870	70552234	70531127,70549544,70550982,
ENST00000360774.1#TRPM6	0	chr9	-	77337310	77503110	77377340,77339614,
ENST00000416274.2#E2F5	0	chr8	+	86089521	86126850	86126443,
ENST00000358278.3#TPM1	0	chr15	+	63334783	63364188	63353293,63336278,63336257,63336283,63339172,
ENST00000296370.3#S100P	0	chr4	+	6694695	6698996	6698759,6695604,
ENST00000255108.3#DPH2	0	chr1	+	44435575	44439141	44438229,44435679,44438239,
ENST00000258947.3#CALCOCO2	0	chr17	+	46908249	46942707	46929927,46928514,
ENST00000250416.5#PARP2	0	chr14	+	20811673	20826163	20825577,
ENST00000393923.3#PHLDB2	0	chr3	+	111451243	111695214	111604231,111604044,111603750,111603218,111603773,111603778,111604007,111603327,111693683,111603303,111693531,111603813,
ENST00000265361.3#SEMA3C	0	chr7	-	80371753	80548767	80374550,80374073,80374452,80374284,80374335,80374586,80439919,
ENST00000496455.2#GMPS	0	chr3	+	155588224	155661915	155640029,155655841,
ENST00000367495.3#RAB32	0	chr6	+	146864728	146876201	146875646,146875889,146875705,146875682,
ENST00000264228.4#SRD5A3	0	chr4	+	56212175	56239363	56236284,56236311,56236359,
ENST00000357037.5#PTRF	0	chr17	-	40554369	40575635	40556725,40556663,40556193,40557104,40556548,40556300,40556577,
ENST00000331173.4#CSTF2T	0	chr10	-	53455146	53459455	53458832,53458622,53458327,53458290,53458023,53458144,53458565,53459210,53458038,53458545,53457105,53458576,53458053,53459042,53457978,53459246,53458360,
ENST00000266987.2#TARBP2	0	chr12	+	53894609	53900315	53900049,
ENST00000367721.2#FASLG	0	chr1	+	172628057	172636114	172635372,172635706,172634953,
ENST00000506197.2#SMIM20	0	chr4	+	25915725	25931534	25931412,25931010,25930919,25930958,25931221,25931002,
ENST00000361686.4#ST6GAL2	0	chr2	-	107417955	107503663	107460114,107418568,107459996,
ENST00000273038.3#VGLL4	0	chr3	-	11597443	11762320	11599724,
ENST00000234111.4#ODC1	0	chr2	-	10579993	10588730	10581806,10582273,
ENST00000303116.6#FAM117B	0	chr2	+	203499800	203634579	203630744,
ENST00000265077.3#VCAN	0	chr5	+	82767183	82878222	82875978,82876431,82815999,82837597,82833089,82834447,82876982,82837693,82876438,82833426,82876142,82816919,82837060,82835963,82876006,82835586,82832966,82834525,82876909,82835947,82835268,82833294,82835275,82834496,82833435,82876185,82835263,82876964,82837861,82786086,82817768,82835932,82837678,82835850,82876785,82837578,82838014,82837813,82817700,82835308,82834473,82835233,
ENST00000314520.3#MKRN3	0	chr15	+	23810353	23813264	23811214,
ENST00000317995.4#CA8	0	chr8	-	61099805	61194071	61100959,
ENST00000282572.4#CCNO	0	chr5	-	54526879	54529608	54528690,54527313,54527337,
ENST00000457010.2#ARMC5	0	chr16	+	31470044	31478587	31478210,31470690,
ENST00000366651.3#C1orf131	0	chr1	-	231359408	231377024	231360085,231360110,231359921,
ENST00000266087.7#FBXO7	0	chr22	+	32870562	32894916	32875059,
ENST00000347691.5#TRAPPC6B	0	chr14	-	39616915	39639697	39617258,39619369,
ENST00000243776.6#CHPF	0	chr2	-	220403568	220408609	220403721,220403944,220405250,220403677,220405037,220404130,
ENST00000367866.2#POU2F1	0	chr1	+	167189965	167396682	167385383,167385365,167385246,167385099,167385306,
ENST00000396148.1#CDKN2C	0	chr1	+	51434266	51440405	51439599,51434869,51435375,51435518,51439634,51434651,51434920,51439696,51434940,51434890,51434616,51439639,51439685,51439835,51434844,
ENST00000301332.2#KIFC2	0	chr8	+	145691325	145699685	145699160,145692482,
ENST00000265753.8#EIF4H	0	chr7	+	73588474	73611531	73610018,
ENST00000361778.2#PIGO	0	chr9	-	35088591	35096679	35088925,35088876,35088948,
ENST00000405786.2#GOLGA7	0	chr8	+	41347980	41368593	41367224,
ENST00000395003.1#PHF15	0	chr5	+	133861697	133919018	133916817,133915353,133916435,133914823,133916317,133914291,133914337,133914621,133915310,133916603,133914878,133916716,133916414,133916749,133901874,133916611,
ENST00000327044.6#NOC2L	0	chr1	-	879483	894770	879956,
ENST00000259407.2#BAAT	0	chr9	-	104122598	104145901	104125245,104133439,104124980,104124954,104124662,104124942,104124930,104133370,
ENST00000281923.2#MGAT5	0	chr2	+	135011729	135206568	135206374,
ENST00000300255.2#EVA1C	0	chr21	+	33784588	33887799	33887359,33887462,33887450,33887340,33887285,
ENST00000399767.1#BID	0	chr22	-	18216807	18257358	18218202,18218238,18218192,18217118,
ENST00000449576.2#LPIN1	0	chr2	+	11817620	11965113	11964888,
ENST00000371072.4#RAVER2	0	chr1	+	65210677	65299015	65298663,65243588,65298671,65298700,65243606,65296843,65243569,65298667,
ENST00000394752.3#SFMBT1	0	chr3	-	52937487	53080184	52939008,52938892,52938947,52939235,52966185,52966255,
ENST00000422989.1#IRGQ	0	chr19	-	44088420	44100387	44097444,
ENST00000375018.1#ANKS6	0	chr9	-	101494190	101558894	101552677,101494539,101552471,101546124,101498626,
ENST00000392350.3#ORMDL1	0	chr2	-	190634948	190649190	190647808,190647901,190648064,190636482,
ENST00000399396.3#N4BP2L2	0	chr13	-	33006829	33113036	33110974,33110954,33110435,33110692,33110165,33110309,33017974,33111018,33110012,33016959,33110943,33110030,33016805,33110594,33110416,33110016,33017106,33016926,33016830,33110453,33097038,33110926,33110704,
ENST00000528551.1#AP003068.23	0	chr11	-	64944976	64948455	64948229,
ENST00000349258.4#THSD1	0	chr13	-	52951204	52980729	52971840,
ENST00000225972.7#LRRC59	0	chr17	-	48458498	48475014	48460281,48458953,48458916,48460200,48458993,
ENST00000240095.6#SLC39A14	0	chr8	+	22224699	22291742	22277461,22277320,22277275,22277330,22277233,22278055,
ENST00000305533.5#TWF2	0	chr3	-	52262525	52273376	52263021,
ENST00000303407.7#BRD3	0	chr9	-	136895326	136933239	136917527,136898701,136901233,136898712,136896603,136895876,136898696,136898512,136898209,136898531,136896588,
ENST00000361421.1#TOX	0	chr8	-	59717876	60031867	59728106,59719947,
ENST00000360820.2#SCYL2	0	chr12	+	100661061	100735602	100732876,100731280,100732305,100732809,
ENST00000264249.3#CHST10	0	chr2	-	101008226	101034218	101009936,101009754,101008651,101009926,101009724,101009292,101010197,101009729,101009280,101008995,101008502,101009267,101009712,101009233,101009787,
ENST00000315073.5#TRIM41	0	chr5	+	180650189	180662909	180651360,180650970,180651351,180651399,180651393,180661670,180651429,180651414,180651323,180661632,180651246,
ENST00000236137.5#SLC19A2	0	chr1	-	169433046	169455341	169434838,169446841,
ENST00000378000.1#PTER	0	chr10	+	16478882	16555836	16526631,16526611,16526463,16552102,
ENST00000592012.1#MBD3	0	chr19	-	1576576	1592982	1576779,1577705,1577830,1577202,1577511,1577346,1577001,1577961,1578273,1577739,1577031,1577484,1576929,1580288,
ENST00000297107.6#GALNT10	0	chr5	+	153570189	153800644	153799541,153797218,153800159,153797597,153800406,153796834,153797577,153796762,153600344,153796581,153799550,
ENST00000302517.3#CXXC5	0	chr5	+	139027776	139063567	139062721,139062704,139060581,139062765,139062785,139060963,139060490,
ENST00000395045.2#MATK	0	chr19	-	3777872	3801910	3783383,3778014,3778023,3778150,
ENST00000392708.4#STT3A	0	chr11	+	125462589	125493086	125490891,
ENST00000380554.3#AKR1C3	0	chr10	+	5135884	5149978	5136647,5136622,5136607,
ENST00000302625.4#CDK5R2	0	chr2	+	219824276	219826976	219825613,219825596,219825625,
ENST00000304758.1#AMOT	0	chrX	-	112017630	112084143	112083986,112022801,112066041,112022382,112059068,112065654,112065862,112019102,112021533,
ENST00000179259.4#C12orf5	0	chr12	+	4430270	4462438	4461984,4461718,4461816,4461765,4462000,4462010,4461952,4461838,4462119,
ENST00000222388.2#ABCF2	0	chr7	-	150904822	150924352	150910490,150910248,150911063,150909891,150909243,150910401,150910965,150910308,150911101,150910483,
ENST00000268957.3#TOB1	0	chr17	-	48940240	48945439	48941287,48941278,48941173,48941059,48941147,48941186,48941445,48940991,
ENST00000256366.4#SYNJ2BP	0	chr14	-	70838047	70883862	70839462,70839503,
ENST00000547754.1#GAS2L3	0	chr12	+	100967388	101018797	101018482,101017852,101018461,101017826,101018455,
ENST00000449692.3#C11orf68	0	chr11	-	65684180	65686633	65685145,65684650,65684940,65684418,
ENST00000039989.4#TTC17	0	chr11	+	43380390	43516583	43515579,43515567,43515723,
ENST00000444362.1#RP4-758J18.2	0	chr1	+	1334806	1337526	1336197,1336412,1336178,1336189,1336437,1336683,1336362,1336449,
ENST00000331758.3#SS18L1	0	chr20	+	60718750	60757640	60757164,60756598,60757325,60757127,60755472,
ENST00000588649.2#POLRMT	0	chr19	-	617122	633697	621297,629833,
ENST00000423525.2#TKT	0	chr3	-	53258629	53290116	53260840,53259142,
ENST00000442561.2#LAX1	0	chr1	+	203734203	203745345	203743765,203743561,203743678,203744070,203743623,203743651,203743717,203743224,203743489,
ENST00000270747.3#ARHGEF19	0	chr1	-	16524498	16539204	16524813,16524846,
ENST00000369301.3#NHLRC2	0	chr10	+	115614319	115677053	115614455,115668989,115614470,115614440,115668086,115668060,115636546,115636583,
ENST00000260766.3#PLCE1	0	chr10	+	95753645	96088249	95791707,96087790,95931128,95791488,
ENST00000426216.2#ATP9B	0	chr18	+	76829293	77138383	76829408,
ENST00000325888.8#FLNC	0	chr7	+	128470330	128499426	128484743,
ENST00000159111.4#KDM4B	0	chr19	+	4969031	5153706	5123053,5123563,5123532,5151695,
ENST00000353383.1#RAI1	0	chr17	+	17584686	17714867	17700502,17698453,17698477,17701388,17699369,17700632,17696407,17699656,17700494,17700512,17701354,17698420,17701363,17699296,17696692,
ENST00000342784.2#SYDE1	0	chr19	+	15218113	15225899	15224927,15225294,15224960,15224905,15225239,15224709,
ENST00000446113.2#ZDHHC13	0	chr11	+	19138575	19198062	19197690,
ENST00000451882.2#HSBP1L1	0	chr18	+	77724460	77730922	77730652,77730682,77730801,77730687,77730671,
ENST00000206542.4#OSGEP	0	chr14	-	20914726	20923364	20917409,
ENST00000512729.1#TRIML2	0	chr4	-	189012326	189026847	189013073,189013042,189013034,
ENST00000375370.5#TFDP1	0	chr13	+	114238955	114295885	114295075,114288904,114295014,
ENST00000242057.4#AHR	0	chr7	+	17338145	17385874	17379544,17379169,17378794,17379478,17379010,17378739,17382568,17379601,17379055,17379082,17378764,17379412,17382755,
ENST00000497424.1#PANK2	0	chr20	+	3869385	3907705	3888758,3904009,3903990,3888604,3903967,
ENST00000248673.3#ZFP36	0	chr19	+	39897386	39900145	39898792,39898465,39898673,39899439,39898688,39899430,39898943,39899028,
ENST00000357559.4#FXR1	0	chr3	+	180629989	180700641	180696980,
ENST00000356872.3#PCED1A	0	chr20	-	2815859	2821936	2816184,2816123,2816172,2816154,2816149,2819873,2816108,2821011,2820068,2819897,
ENST00000326047.4#KIF15	0	chr3	+	44803108	44894853	44894328,
ENST00000264170.4#KYNU	0	chr2	+	143634966	143799990	143722305,
ENST00000306908.5#ZNF57	0	chr19	+	2900795	2918574	2917341,
ENST00000391828.3#NLRP3	0	chr1	+	247579357	247612510	247588435,247588729,247587469,247582187,247588007,247588687,247582077,247587692,
ENST00000491511.2#NXPE3	0	chr3	+	101498185	101546336	101524009,101540546,101540921,101540813,101540587,101541016,
ENST00000409345.3#ADRA2B	0	chr2	-	96778606	96782084	96781564,96781146,
ENST00000367468.5#PTGS2	0	chr1	-	186640822	186649659	186643575,186643492,186643744,186643540,
ENST00000221543.5#TBC1D17	0	chr19	+	50380581	50392101	50382245,50382329,50382437,50382423,
ENST00000253110.11#C19orf66	0	chr19	+	10196705	10204021	10203050,10203166,
ENST00000275227.4#SLC18B1	0	chr6	-	133090408	133119792	133091436,133091169,
ENST00000373790.4#TAF1	0	chrX	+	70586013	70685955	70683882,70683870,
ENST00000156471.5#AQR	0	chr15	-	35147631	35262140	35148989,35149002,35148662,
ENST00000330909.8#MAGI1	0	chr3	-	65339099	66024083	65342315,65415601,
ENST00000520876.3#LPPR3	0	chr19	-	812417	822067	813417,813658,812788,821523,813622,
ENST00000458694.1#PRICKLE4	0	chr6	+	41748399	41755210	41754699,41754547,
ENST00000407559.3#WDR60	0	chr7	+	158649168	158738980	158664121,158664016,
ENST00000367242.3#TMEM183A	0	chr1	+	202976413	202994076	202993791,
ENST00000418929.2#PRR12	0	chr19	+	50094799	50129796	50100623,50128902,50102613,50100299,50103093,50100604,
ENST00000403312.1#HADH	0	chr4	+	108910769	108956431	108955976,108955483,
ENST00000260247.5#DCUN1D5	0	chr11	-	102932707	102963044	102932981,102962687,
ENST00000396065.1#GCNT3	0	chr15	+	59903882	59913123	59911822,59911257,59910947,59911426,59911755,59910762,59911407,59911503,59910909,59911742,59910735,59911626,59911125,59911747,
ENST00000270176.5#SCYL1	0	chr11	+	65292447	65306275	65306032,
ENST00000334888.5#TMEM216	0	chr11	+	61159731	61166435	61165950,61165879,61165928,
ENST00000309534.6#CGGBP1	0	chr3	-	88100993	88108298	88101969,88105090,88107294,88105079,88104458,88104932,88107266,88104811,
ENST00000534991.2#C21orf119	0	chr21	+	33765338	33766354	33766137,33766127,33765642,
ENST00000284268.6#ANKH	0	chr5	-	14704812	14871987	14711087,14710972,14710923,14871770,14710677,14711278,14711078,14710706,14710980,14711338,14711122,14710996,
ENST00000203556.4#GMIP	0	chr19	-	19740184	19754576	19740380,19740632,19740725,
ENST00000378863.4#CRLS1	0	chr20	+	5986635	6020799	6017911,6017799,6017780,
ENST00000397677.1#CHMP7	0	chr8	+	23101049	23119605	23118223,23104005,23118961,23119201,23118128,23118181,23118188,23118618,23119216,23104062,23118147,23118317,23118261,23119193,23118090,23118113,23104071,
ENST00000233143.4#TMSB10	0	chr2	+	85132648	85133895	85133713,85133649,85133157,85133148,85133697,85133220,
ENST00000271620.3#PRUNE	0	chr1	+	150980852	151008289	151006460,151007051,151007485,151006836,151007020,151006585,151007056,
ENST00000374026.3#C6orf106	0	chr6	-	34554964	34664736	34574520,34574538,34557839,34574415,34558309,34574508,34574405,34558194,34574394,34574425,
ENST00000216264.8#CERK	0	chr22	-	47080207	47134258	47131100,47082992,47082170,
